name,artist,popularity,genre,duration_ms,release_date,year,release_year,duration_min
Goes Without Saying (Feat. Brad Paisley),Post Malone,43,pop,212353,2024-08-15,2024.0,2024,3.5392166666666665
Goes Without Saying (Feat. Brad Paisley),Post Malone,43,pop,212353,2024-08-16,2024.0,2024,3.5392166666666665
Yours,Post Malone,44,pop,199438,2024-08-16,2024.0,2024,3.3239666666666667
Ain’t How It Ends,Post Malone,43,pop,201961,2024-08-16,2024.0,2024,3.366016666666667
Missin’ You Like This (Feat. Luke Combs),Post Malone,44,pop,222781,2024-08-16,2024.0,2024,3.713016666666667
I Had Some Help (Feat. Morgan Wallen),Post Malone,43,pop,178205,2024-08-16,2024.0,2024,2.970083333333333
Killed A Man,Post Malone,43,pop,185608,2024-08-16,2024.0,2024,3.0934666666666666
Have The Heart (Feat. Dolly Parton),Post Malone,43,pop,183333,2024-08-16,2024.0,2024,3.05555
Devil I've Been (Feat. ERNEST),Post Malone,43,pop,182924,2024-08-16,2024.0,2024,3.0487333333333333
Pour Me A Drink (Feat. Blake Shelton),Post Malone,43,pop,195122,2024-08-16,2024.0,2024,3.2520333333333333
Back To Texas,Post Malone,43,pop,167833,2024-08-16,2024.0,2024,2.7972166666666665
Hide My Gun (Feat. HARDY),Post Malone,42,pop,220479,2024-08-16,2024.0,2024,3.67465
Who Needs You,Post Malone,42,pop,169864,2024-08-16,2024.0,2024,2.8310666666666666
California Sober (Feat. Chris Stapleton),Post Malone,42,pop,204411,2024-08-16,2024.0,2024,3.40685
Go To Hell,Post Malone,42,pop,267330,2024-08-16,2024.0,2024,4.4555
Never Love You Again (Feat. Sierra Ferrell),Post Malone,42,pop,186861,2024-08-16,2024.0,2024,3.11435
Two Hearts,Post Malone,42,pop,206753,2024-08-16,2024.0,2024,3.445883333333333
Right About You,Post Malone,42,pop,183046,2024-08-16,2024.0,2024,3.0507666666666666
M-E-X-I-C-O (Feat. Billy Strings),Post Malone,42,pop,155928,2024-08-16,2024.0,2024,2.5988
"Sugar, We're Goin Down",Fall Out Boy,78,pop,229093,2005-05-03,2005.0,2005,3.818216666666667
California Sober (Feat. Chris Stapleton),Post Malone,38,pop,204411,2024-08-15,2024.0,2024,3.40685
Wrong Ones (Feat. Tim McGraw),Post Malone,35,pop,195822,2024-08-15,2024.0,2024,3.2637
cardigan,Taylor Swift,85,pop,239560,2020-07-24,2020.0,2020,3.9926666666666666
Hide My Gun (Feat. HARDY),Post Malone,33,pop,220479,2024-08-15,2024.0,2024,3.67465
Real Love Baby,Father John Misty,79,pop,189293,2016-07-26,2016.0,2016,3.1548833333333333
because i liked a boy,Sabrina Carpenter,82,pop,196458,2022-07-15,2022.0,2022,3.2743
Romantic Lover,Eyedress,80,pop,86739,2020-08-07,2020.0,2020,1.44565
Counting Stars,OneRepublic,87,pop,257265,2013-01-01,2013.0,2013,4.28775
Thunder,Imagine Dragons,85,pop,187146,2017-06-23,2017.0,2017,3.1191
Rich Baby Daddy (feat. Sexyy Red & SZA),Drake,81,pop,319191,2023-10-06,2023.0,2023,5.31985
Teenage Dream,Katy Perry,75,pop,227741,2010-01-01,2010.0,2010,3.7956833333333333
Would That I,Hozier,75,pop,268293,2019-03-01,2019.0,2019,4.47155
Mrs Magic,Strawberry Guy,80,pop,208500,2019-07-24,2019.0,2019,3.475
deja vu,Olivia Rodrigo,84,pop,215506,2021-05-21,2021.0,2021,3.5917666666666666
Wine Into Whiskey,Tucker Wetmore,76,pop,166343,2024-02-23,2024.0,2024,2.7723833333333334
Cry,Cigarettes After Sex,83,pop,256799,2019-10-25,2019.0,2019,4.279983333333333
"You're Gonna Go Far, Kid",The Offspring,81,pop,177826,2008-06-17,2008.0,2008,2.963766666666667
YKWIM?,Yot Club,80,pop,212750,2019-05-31,2019.0,2019,3.5458333333333334
we fell in love in october,girl in red,83,pop,184153,2018-11-21,2018.0,2018,3.0692166666666667
Sunsetz,Cigarettes After Sex,83,pop,215150,2017-06-09,2017.0,2017,3.5858333333333334
we can't be friends (wait for your love),Ariana Grande,84,pop,228639,2024-03-08,2024.0,2024,3.81065
Show Me How,Men I Trust,80,pop,215110,2018-02-28,2018.0,2018,3.585166666666667
Only Girl (In The World),Rihanna,84,pop,235493,2010-01-01,2010.0,2010,3.9248833333333333
Sweet Dreams (Are Made of This) - Remastered,Eurythmics,85,pop,216933,1983-01-04,1983.0,1983,3.61555
Here With Me,d4vd,84,pop,242484,2023-05-26,2023.0,2023,4.0414
Magnetic,ILLIT,87,pop,160688,2024-03-25,2024.0,2024,2.6781333333333333
...Ready For It?,Taylor Swift,82,pop,208186,2017-11-10,2017.0,2017,3.4697666666666667
Down Bad,Taylor Swift,81,pop,261228,2024-04-18,2024.0,2024,4.3538
Semi-Charmed Life,Third Eye Blind,77,pop,268360,1997-04-08,1997.0,1997,4.472666666666667
I Can Do It With a Broken Heart,Taylor Swift,80,pop,218004,2024-04-19,2024.0,2024,3.6334
Believer,Imagine Dragons,86,pop,204346,2017-06-23,2017.0,2017,3.4057666666666666
Misery Business,Paramore,74,pop,211520,2007-06-11,2007.0,2007,3.525333333333333
you broke me first,Tate McRae,83,pop,170226,2021-03-26,2021.0,2021,2.8371
Rock Your Body,Justin Timberlake,80,pop,267266,2002-11-04,2002.0,2002,4.454433333333333
Maneater,Nelly Furtado,82,pop,258893,2006-01-01,2006.0,2006,4.314883333333333
I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,82,pop,291293,1987-06-02,1987.0,1987,4.854883333333333
So High School,Taylor Swift,81,pop,228800,2024-04-19,2024.0,2024,3.8133333333333335
Lovefool,The Cardigans,81,pop,193953,1996-01-01,1996.0,1996,3.23255
Poker Face,Lady Gaga,77,pop,237200,2008-01-01,2008.0,2008,3.953333333333333
Say Yes To Heaven,Lana Del Rey,85,pop,209156,2023-05-19,2023.0,2023,3.4859333333333336
Guilty as Sin?,Taylor Swift,80,pop,254365,2024-04-19,2024.0,2024,4.239416666666667
Summer Of '69,Bryan Adams,83,pop,216053,1984-11-05,1984.0,1984,3.6008833333333334
Die For You,The Weeknd,85,pop,260253,2016-11-24,2016.0,2016,4.33755
Me and My Kind,Cody Johnson,75,pop,156200,2014-01-14,2014.0,2014,2.6033333333333335
Congratulations,Post Malone,80,pop,220293,2016-12-09,2016.0,2016,3.67155
I Know You,Faye Webster,77,pop,251666,2017-05-12,2017.0,2017,4.1944333333333335
K.,Cigarettes After Sex,82,pop,320030,2017-06-09,2017.0,2017,5.333833333333334
The Way I Are,Timbaland,82,pop,179120,2007-01-01,2007.0,2007,2.985333333333333
Since U Been Gone,Kelly Clarkson,75,pop,188960,2004-01-17,2004.0,2004,3.1493333333333333
West Coast,Lana Del Rey,83,pop,256760,2014-01-01,2014.0,2014,4.279333333333334
imgonnagetyouback,Taylor Swift,79,pop,222072,2024-04-19,2024.0,2024,3.7012
Smack That,Akon,84,pop,212360,2006-01-01,2006.0,2006,3.5393333333333334
Otaku Hot Girl,Megan Thee Stallion,77,pop,158663,2024-06-28,2024.0,2024,2.6443833333333333
Standing Next to You,Jung Kook,90,pop,206019,2023-11-03,2023.0,2023,3.43365
Dirt Cheap,Cody Johnson,74,pop,239346,2023-11-03,2023.0,2023,3.9891
From the Subway Train,Vansire,79,pop,57370,2018-04-26,2018.0,2018,0.9561666666666667
Heather,Conan Gray,84,pop,198040,2020-03-20,2020.0,2020,3.300666666666667
Buy U a Drank (Shawty Snappin') (feat. Yung Joc),T-Pain,77,pop,227960,2007-06-05,2007.0,2007,3.7993333333333332
BITTERSUITE,Billie Eilish,81,pop,298440,2024-05-17,2024.0,2024,4.974
Drive By,Train,82,pop,195973,2012-04-17,2012.0,2012,3.2662166666666668
The Painter,Cody Johnson,75,pop,211413,2023-11-03,2023.0,2023,3.52355
the perfect pair,beabadoobee,79,pop,177533,2022-07-15,2022.0,2022,2.9588833333333335
What's My Age Again?,blink-182,80,pop,148360,1999-06-01,1999.0,1999,2.4726666666666666
welcome and goodbye,"Dream, Ivory",80,pop,140643,2018-03-31,2018.0,2018,2.34405
Ni**as In Paris,JAY-Z,81,pop,219333,2011-08-08,2011.0,2011,3.65555
Stressed Out,Twenty One Pilots,84,pop,202333,2015-05-15,2015.0,2015,3.3722166666666666
Down Bad,Taylor Swift,80,pop,261228,2024-04-19,2024.0,2024,4.3538
Before He Cheats,Carrie Underwood,78,pop,199946,2005-11-14,2005.0,2005,3.3324333333333334
Relapse,Warren Zeiders,76,pop,158634,2024-06-07,2024.0,2024,2.6439
Reflections,The Neighbourhood,83,pop,244013,2018-11-02,2018.0,2018,4.066883333333333
Closer,The Chainsmokers,84,pop,244960,2016-07-29,2016.0,2016,4.082666666666666
Happier,Marshmello,83,pop,214289,2018-08-17,2018.0,2018,3.571483333333333
Electric Love,BØRNS,79,pop,218106,2015-10-16,2015.0,2015,3.6351
Worst Way,Riley Green,75,pop,220558,2024-04-12,2024.0,2024,3.6759666666666666
bad idea right?,Olivia Rodrigo,79,pop,184783,2023-09-08,2023.0,2023,3.0797166666666667
Night Changes,One Direction,87,pop,226600,2014-11-17,2014.0,2014,3.776666666666667
SORRY 4 THAT MUCH,Feid,88,pop,207746,2024-06-07,2024.0,2024,3.4624333333333333
Sympathy is a knife,Charli xcx,79,pop,151125,2024-06-07,2024.0,2024,2.51875
Demons,Imagine Dragons,74,pop,175200,2012-09-04,2012.0,2012,2.92
Low (feat. T-Pain),Flo Rida,81,pop,231400,2008-03-17,2008.0,2008,3.8566666666666665
Build Me Up Buttercup - Mono,The Foundations,79,pop,180133,1967-01-01,1967.0,1967,3.0022166666666665
What Makes You Beautiful,One Direction,84,pop,199986,2012-05-25,2012.0,2012,3.3331
I Ain't Worried,OneRepublic,84,pop,148485,2022-05-13,2022.0,2022,2.47475
Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series),The Weeknd,85,pop,215466,2023-06-02,2023.0,2023,3.5911
Always Forever,Cults,79,pop,223746,2013-10-15,2013.0,2013,3.7291
ceilings,Lizzy McAlpine,80,pop,182887,2022-04-08,2022.0,2022,3.0481166666666666
The Sweet Escape,Gwen Stefani,74,pop,246466,2006-01-01,2006.0,2006,4.107766666666667
Super Bass,Nicki Minaj,79,pop,200013,2010-11-22,2010.0,2010,3.33355
Silence,Marshmello,82,pop,180822,2017-08-11,2017.0,2017,3.0137
Wow.,Post Malone,79,pop,149546,2019-09-06,2019.0,2019,2.4924333333333335
Love,Keyshia Cole,80,pop,255333,2005-01-01,2005.0,2005,4.25555
Somebody That I Used To Know,Gotye,75,pop,244973,2011-01-01,2011.0,2011,4.082883333333333
when the party's over,Billie Eilish,83,pop,196077,2019-03-29,2019.0,2019,3.26795
I Want It That Way,Backstreet Boys,85,pop,213306,1999-05-18,1999.0,1999,3.5551
Fortnight (feat. Post Malone),Taylor Swift,80,pop,228965,2024-04-19,2024.0,2024,3.8160833333333333
S&M,Rihanna,82,pop,243600,2010-01-01,2010.0,2010,4.06
Don't Start Now,Dua Lipa,84,pop,183290,2020-03-27,2020.0,2020,3.0548333333333333
SLOW DANCING IN THE DARK,Joji,79,pop,209273,2018-10-26,2018.0,2018,3.4878833333333334
Dance The Night - From Barbie The Album,Dua Lipa,83,pop,176579,2023-05-25,2023.0,2023,2.9429833333333333
Cry,Benson Boone,79,pop,186359,2024-04-05,2024.0,2024,3.1059833333333335
The Man,Taylor Swift,81,pop,190360,2019-08-23,2019.0,2019,3.1726666666666667
Say It Ain't So,Weezer,76,pop,258826,1994-05-10,1994.0,1994,4.313766666666667
Dandelions,Ruth B.,85,pop,233720,2017-05-05,2017.0,2017,3.8953333333333333
Valerie (feat. Amy Winehouse) - Version Revisited,Mark Ronson,82,pop,219413,2007-04-16,2007.0,2007,3.6568833333333335
Kiss Me More (feat. SZA),Doja Cat,81,pop,208666,2021-06-25,2021.0,2021,3.4777666666666667
Push Ups,Drake,78,pop,232774,2024-04-19,2024.0,2024,3.879566666666667
"jealousy, jealousy",Olivia Rodrigo,82,pop,173160,2021-05-21,2021.0,2021,2.886
Zombie,The Cranberries,83,pop,306440,1994-10-03,1994.0,1994,5.107333333333333
IDGAF (feat. Yeat),Drake,79,pop,260111,2023-10-06,2023.0,2023,4.335183333333333
Can't Hold Us (feat. Ray Dalton),Macklemore & Ryan Lewis,84,pop,258431,2012-10-09,2012.0,2012,4.307183333333334
Club classics,Charli xcx,79,pop,153526,2024-06-07,2024.0,2024,2.5587666666666666
Starships,Nicki Minaj,74,pop,210626,2011-01-01,2011.0,2011,3.5104333333333333
drivers license,Olivia Rodrigo,83,pop,242013,2021-05-21,2021.0,2021,4.03355
Ghost,Justin Bieber,84,pop,153190,2021-03-19,2021.0,2021,2.553166666666667
Who’s Afraid of Little Old Me?,Taylor Swift,80,pop,334084,2024-04-19,2024.0,2024,5.568066666666667
"Dreams, Fairytales, Fantasies (feat. Brent Faiyaz & Salaam Remi)",A$AP Ferg,77,pop,222986,2019-08-16,2019.0,2019,3.7164333333333333
rockstar (feat. 21 Savage),Post Malone,82,pop,218146,2018-04-27,2018.0,2018,3.6357666666666666
In Da Club,50 Cent,74,pop,193466,2003-02-06,2003.0,2003,3.2244333333333333
The Prophecy,Taylor Swift,80,pop,249807,2024-04-19,2024.0,2024,4.16345
Love On The Brain,Rihanna,83,pop,224000,2016-01-28,2016.0,2016,3.7333333333333334
If I Ain't Got You,Alicia Keys,83,pop,228706,2003-12-02,2003.0,2003,3.8117666666666667
My Boo,USHER,81,pop,223440,2004-03-23,2004.0,2004,3.724
The Smallest Man Who Ever Lived,Taylor Swift,80,pop,245541,2024-04-19,2024.0,2024,4.09235
Headlines,Drake,76,pop,235986,2011-11-15,2011.0,2011,3.9331
Darlin',Chase Matthew,74,pop,165000,2024-02-16,2024.0,2024,2.75
King For A Day,Pierce The Veil,76,pop,236293,2012-07-17,2012.0,2012,3.9382166666666665
This Is What You Came For,Calvin Harris,84,pop,222160,2016-04-29,2016.0,2016,3.7026666666666666
Fall In Love,Bailey Zimmerman,75,pop,232058,2023-01-11,2023.0,2023,3.8676333333333335
Let The Light In (feat. Father John Misty),Lana Del Rey,79,pop,278126,2023-03-24,2023.0,2023,4.635433333333333
Call Out My Name,The Weeknd,84,pop,228373,2018-03-30,2018.0,2018,3.806216666666667
Flowers In Your Hair,The Lumineers,76,pop,109735,2012-04-03,2012.0,2012,1.8289166666666667
Almost (Sweet Music),Hozier,74,pop,217480,2019-03-01,2019.0,2019,3.6246666666666667
Missed Call,Treaty Oak Revival,73,pop,255125,2021-01-29,2021.0,2021,4.252083333333333
Delicate,Taylor Swift,81,pop,232253,2017-11-10,2017.0,2017,3.8708833333333335
Someone Like You,Adele,78,pop,285240,2011-01-24,2011.0,2011,4.754
Outside (feat. Ellie Goulding),Calvin Harris,85,pop,227266,2014-10-31,2014.0,2014,3.7877666666666667
Just Give Me a Reason (feat. Nate Ruess),P!nk,85,pop,242733,2012-09-18,2012.0,2012,4.04555
Bags,Clairo,77,pop,260519,2019-08-02,2019.0,2019,4.341983333333333
Family Matters,Drake,77,pop,456933,2024-05-03,2024.0,2024,7.61555
Champagne Coast,Blood Orange,73,pop,292373,2011-08-30,2011.0,2011,4.872883333333333
"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",Kali Uchis,78,pop,207454,2018-04-06,2018.0,2018,3.4575666666666667
I Gotta Feeling,Black Eyed Peas,76,pop,289133,2009-01-01,2009.0,2009,4.818883333333333
smoke & a light,Ole 60,74,pop,189048,2023-08-29,2023.0,2023,3.1508
Complicated,Avril Lavigne,83,pop,244506,2002-06-04,2002.0,2002,4.0751
Thnks fr th Mmrs,Fall Out Boy,78,pop,203506,2007-01-01,2007.0,2007,3.391766666666667
Savior,Rise Against,78,pop,242280,2008-01-01,2008.0,2008,4.038
The Kids Aren't Alright,The Offspring,81,pop,180160,1998-11-16,1998.0,1998,3.002666666666667
Moonlight,Kali Uchis,80,pop,187723,2023-03-03,2023.0,2023,3.1287166666666666
Cooler Than Me - Single Mix,Mike Posner,78,pop,213293,2010-08-09,2010.0,2010,3.554883333333333
But Daddy I Love Him,Taylor Swift,79,pop,340428,2024-04-19,2024.0,2024,5.6738
Happier Than Ever,Billie Eilish,82,pop,298899,2021-07-30,2021.0,2021,4.98165
Glue Song,beabadoobee,79,pop,135066,2023-02-14,2023.0,2023,2.2511
Bad Romance,Lady Gaga,83,pop,294573,2009-11-05,2009.0,2009,4.90955
Kingston,Faye Webster,76,pop,202653,2019-05-24,2019.0,2019,3.37755
I Write Sins Not Tragedies,Panic! At The Disco,72,pop,186634,2005-09-27,2005.0,2005,3.1105666666666667
There's Nothing Holdin' Me Back,Shawn Mendes,85,pop,199440,2017-04-20,2017.0,2017,3.324
The Scientist,Coldplay,86,pop,309600,2002-08-27,2002.0,2002,5.16
"So Long, London",Taylor Swift,79,pop,262974,2024-04-19,2024.0,2024,4.3829
Can't Feel My Face,The Weeknd,81,pop,213520,2015-08-28,2015.0,2015,3.558666666666667
All Star,Smash Mouth,80,pop,200373,1999-06-08,1999.0,1999,3.33955
Danza Kuduro,Don Omar,81,pop,198773,2010-01-01,2010.0,2010,3.312883333333333
My Boy Only Breaks His Favorite Toys,Taylor Swift,79,pop,203801,2024-04-19,2024.0,2024,3.3966833333333333
World on Fire,Nate Smith,76,pop,189986,2023-04-28,2023.0,2023,3.1664333333333334
Save Your Tears,The Weeknd,85,pop,215626,2020-03-20,2020.0,2020,3.5937666666666668
Still into You,Paramore,79,pop,216013,2013-04-05,2013.0,2013,3.600216666666667
Radioactive,Imagine Dragons,73,pop,186813,2012-09-04,2012.0,2012,3.11355
First Person Shooter (feat. J. Cole),Drake,77,pop,247444,2023-10-06,2023.0,2023,4.124066666666667
Just Dance,Lady Gaga,75,pop,241933,2008-01-01,2008.0,2008,4.032216666666667
How Did It End?,Taylor Swift,79,pop,238706,2024-04-19,2024.0,2024,3.9784333333333333
High Road (feat. Jessie Murph),Koe Wetzel,74,pop,179413,2024-07-19,2024.0,2024,2.9902166666666665
The Black Dog,Taylor Swift,78,pop,238857,2024-04-19,2024.0,2024,3.98095
Watermelon Moonshine,Lainey Wilson,74,pop,208853,2022-11-28,2022.0,2022,3.4808833333333333
Half of forever,Henrik,78,pop,153250,2024-01-05,2024.0,2024,2.5541666666666667
Set Fire to the Rain,Adele,79,pop,242973,2011-01-24,2011.0,2011,4.04955
Adore You,Harry Styles,82,pop,207133,2019-12-13,2019.0,2019,3.4522166666666667
so american,Olivia Rodrigo,78,pop,169717,2024-03-22,2024.0,2024,2.8286166666666666
All of Me,John Legend,84,pop,269560,2013-08-30,2013.0,2013,4.492666666666667
California Gurls,Katy Perry,73,pop,234653,2010-01-01,2010.0,2010,3.9108833333333335
Talk talk,Charli xcx,78,pop,161757,2024-06-07,2024.0,2024,2.69595
Look What You Made Me Do,Taylor Swift,81,pop,211853,2017-11-10,2017.0,2017,3.530883333333333
anything,Adrianne Lenker,77,pop,202047,2020-10-23,2020.0,2020,3.36745
Many Men (Wish Death),50 Cent,73,pop,256226,2003-02-06,2003.0,2003,4.270433333333333
Location,Khalid,77,pop,219080,2017-04-27,2017.0,2017,3.6513333333333335
Chemical,Post Malone,79,pop,184013,2023-04-14,2023.0,2023,3.066883333333333
Talking to the Moon,Bruno Mars,81,pop,217866,2010-05-11,2010.0,2010,3.6311
How to Save a Life,The Fray,80,pop,262533,2005-09-13,2005.0,2005,4.37555
La Bachata,Manuel Turizo,86,pop,162637,2023-03-17,2023.0,2023,2.7106166666666667
Guilty as Sin?,Taylor Swift,81,pop,254365,2024-04-18,2024.0,2024,4.239416666666667
Nobody's Soldier,Hozier,70,pop,237200,2024-08-16,2024.0,2024,3.953333333333333
Kiss Me Thru The Phone,Soulja Boy,77,pop,193386,2008-01-01,2008.0,2008,3.2231
Cinnamon Girl,Lana Del Rey,82,pop,300683,2019-08-30,2019.0,2019,5.011383333333334
Grenade,Bruno Mars,76,pop,222091,2010-05-11,2010.0,2010,3.7015166666666666
"Dear Maria, Count Me In",All Time Low,77,pop,182826,2007-09-25,2007.0,2007,3.0471
Ribs,Lorde,77,pop,258969,2013-09-27,2013.0,2013,4.31615
Mr. Jones,Counting Crows,78,pop,272293,1993-01-01,1993.0,1993,4.538216666666667
Who’s Afraid of Little Old Me?,Taylor Swift,79,pop,334084,2024-04-18,2024.0,2024,5.568066666666667
Drink Don't Need No Mix (feat. BigXthaPlug),Shaboozey,74,pop,133124,2024-05-31,2024.0,2024,2.2187333333333332
Uptown Funk (feat. Bruno Mars),Mark Ronson,83,pop,269666,2015-01-12,2015.0,2015,4.494433333333333
24K Magic,Bruno Mars,81,pop,225983,2016-11-17,2016.0,2016,3.766383333333333
Brooklyn Baby,Lana Del Rey,81,pop,351640,2014-01-01,2014.0,2014,5.860666666666667
The Nights,Avicii,85,pop,176658,2014-01-01,2014.0,2014,2.9443
Desesperados,Rauw Alejandro,83,pop,224996,2021-12-10,2021.0,2021,3.7499333333333333
Rolling in the Deep,Adele,79,pop,228093,2011-01-24,2011.0,2011,3.80155
Down Under,Men At Work,80,pop,222320,1981-11-09,1981.0,1981,3.7053333333333334
Heathens,Twenty One Pilots,82,pop,195920,2016-06-16,2016.0,2016,3.2653333333333334
Girls Just Want to Have Fun,Cyndi Lauper,83,pop,238266,1983-10-14,1983.0,1983,3.9711
...Baby One More Time,Britney Spears,83,pop,211066,1999-01-12,1999.0,1999,3.5177666666666667
Someone New,Hozier,73,pop,222813,2014-09-19,2014.0,2014,3.71355
"Dance, Dance",Fall Out Boy,76,pop,180266,2005-05-03,2005.0,2005,3.0044333333333335
Rude,MAGIC!,83,pop,224840,2014-06-25,2014.0,2014,3.747333333333333
Sexy to Someone,Clairo,76,pop,207795,2024-07-12,2024.0,2024,3.46325
Wait a Minute!,WILLOW,78,pop,196520,2015-01-11,2015.0,2015,3.275333333333333
Call Me Maybe,Carly Rae Jepsen,73,pop,193400,2012-01-01,2012.0,2012,3.223333333333333
Murder On The Dancefloor,Sophie Ellis-Bextor,82,pop,230013,2002-06-06,2002.0,2002,3.83355
In The Stars,Benson Boone,82,pop,216410,2024-04-05,2024.0,2024,3.6068333333333333
Gimme More,Britney Spears,82,pop,251240,2007-10-25,2007.0,2007,4.187333333333333
Just Like Johnny,Redferrin,74,pop,199392,2024-02-16,2024.0,2024,3.3232
Slide (feat. Frank Ocean & Migos),Calvin Harris,77,pop,230813,2017-06-30,2017.0,2017,3.8468833333333334
Whatever It Takes,Imagine Dragons,82,pop,201240,2017-06-23,2017.0,2017,3.354
intro (end of the world),Ariana Grande,84,pop,92400,2024-03-08,2024.0,2024,1.54
Karma,Taylor Swift,79,pop,204852,2022-10-21,2022.0,2022,3.4142
Buddy Holly,Weezer,75,pop,159226,1994-05-10,1994.0,1994,2.653766666666667
Sofia,Clairo,78,pop,188386,2019-08-02,2019.0,2019,3.1397666666666666
High Hopes,Panic! At The Disco,80,pop,190946,2018-06-22,2018.0,2018,3.1824333333333334
Story of My Life,One Direction,83,pop,245493,2013-11-25,2013.0,2013,4.09155
Dile,Don Omar,82,pop,204600,2003-01-01,2003.0,2003,3.41
Best Day Of My Life,American Authors,78,pop,194240,2014-01-01,2014.0,2014,3.2373333333333334
Raise Your Glass,P!nk,79,pop,202960,2010-10-05,2010.0,2010,3.3826666666666667
Centuries,Fall Out Boy,80,pop,228360,2015-01-16,2015.0,2015,3.806
Wanna Be Loved,The Red Clay Strays,74,pop,217307,2024-05-22,2024.0,2024,3.621783333333333
Open Arms (feat. Travis Scott),SZA,80,pop,239613,2022-12-08,2022.0,2022,3.99355
Ride Wit Me,Nelly,77,pop,291781,2000-06-27,2000.0,2000,4.863016666666667
TV,Billie Eilish,81,pop,281380,2022-07-21,2022.0,2022,4.689666666666667
SexyBack (feat. Timbaland),Justin Timberlake,80,pop,242733,2006-09-12,2006.0,2006,4.04555
Better Now,Post Malone,79,pop,231266,2018-04-27,2018.0,2018,3.854433333333333
hotline (edit),Billie Eilish,82,pop,60719,2023-05-09,2023.0,2023,1.0119833333333332
Me & U,Cassie,77,pop,192213,2006-08-07,2006.0,2006,3.20355
Teenage Fever,Drake,78,pop,219692,2017-03-18,2017.0,2017,3.6615333333333333
